star,date,HJD,teff,logg,feh,vsini,addmode,rv_meas,rv_meas_err,ccf,instrument,mcmc_logg,mcmc_rv,mcmc_rv_err,mcmc_teff,mcmc_vsini,filename,o2_rv,o2_rv_err,h2o_rv,h2o_rv_err,name,rv_lit,rv_lit_err,o_RV,eRV,wds_binary,sb9_binary,my_binary,separation,K1,known_binary
HIP 23916,2014-10-16,2456946.94562,9000,3.5,0.0,250,ml,21.0825534164,1.50558707099,0.831129581726,IGRINS,,,,,,,0.0,,0.0,,HIP 23916,,,,,1.0,0.0,1.0,21.5,,True
HIP 23916,2014-10-16,2456946.94562,9000,3.5,0.0,250,ml,21.0825534164,1.50558707099,0.831129581726,IGRINS,,,,,,,0.0,,0.0,,HIP 23916,,,,,1.0,0.0,1.0,87.6999969482,,True
HIP 23916,2014-10-16,2456946.94562,9000,3.5,0.0,250,ml,21.0825534164,1.50558707099,0.831129581726,IGRINS,,,,,,,0.0,,0.0,,HIP 23916,,,,,1.0,0.0,1.0,80.8000030518,,True
HIP 24902,2014-10-16,2456946.8775,8000,4.5,0.0,250,ml,22.5308413885,1.03963529465,0.884308256168,IGRINS,,,,,,,0.0,,0.0,,HIP 24902,22.0,4.2,1.0,,1.0,0.0,1.0,0.20000000298,,True
HIP 2505,2014-10-15,2456945.70935,11000,4.5,0.0,250,ml,-19.1856747285,0.940422678367,0.909663841654,IGRINS,,,,,,,0.0,,0.0,,HIP 2505,,,,,1.0,0.0,0.0,0.20000000298,,True
HIP 25143,2014-10-16,2456946.89319,8000,4.0,0.0,150,ml,-21.6168295401,0.848450375837,0.887124007299,IGRINS,,,,,,,0.0,,0.0,,HIP 25143,-8.6,4.3,1.0,,0.0,0.0,1.0,,,True
HIP 25143,2015-03-03,2457084.64529,8000,4.0,0.0,150,ml,-13.0524519886,1.12924272286,0.831571263521,IGRINS,,,,,,,0.0,,0.0,,HIP 25143,-8.6,4.3,1.0,,0.0,0.0,1.0,,,True
HIP 25280,2014-10-17,2456947.91474,10000,4.5,0.0,250,ml,20.4783207855,1.2658511163,0.880692308966,IGRINS,,,,,,,0.0,,0.0,,HIP 25280,21.0,1.0,2.0,1.4,0.0,0.0,0.0,,,False
HIP 2548,2015-08-06,2457240.93289,9000,4.5,0.0,250,ml,0.987879465247,1.47224049421,0.843866181557,IGRINS,,,,,,,0.0,,0.0,,HIP 2548,16.5,2.9,1.0,,1.0,0.0,1.0,0.20000000298,,True
HIP 2548,2015-08-06,2457240.93289,9000,4.5,0.0,250,ml,0.987879465247,1.47224049421,0.843866181557,IGRINS,,,,,,,0.0,,0.0,,HIP 2548,16.5,2.9,1.0,,1.0,0.0,1.0,28.1000003815,,True
HIP 2548,2015-08-06,2457240.93289,9000,4.5,0.0,250,ml,0.987879465247,1.47224049421,0.843866181557,IGRINS,,,,,,,0.0,,0.0,,HIP 2548,16.5,2.9,1.0,,1.0,0.0,1.0,174.0,,True
HIP 2548,2015-08-06,2457240.93289,9000,4.5,0.0,250,ml,0.987879465247,1.47224049421,0.843866181557,IGRINS,,,,,,,0.0,,0.0,,HIP 2548,16.5,2.9,1.0,,1.0,0.0,1.0,77.6999969482,,True
HIP 25790,2014-10-16,2456946.90329,8000,4.5,0.0,250,ml,-17.0074330543,0.996333685329,0.875847905799,IGRINS,,,,,,,0.0,,0.0,,HIP 25790,-16.0,4.3,1.0,,0.0,0.0,0.0,,,False
HIP 25813,2015-03-02,2457083.58366,9000,4.0,0.0,250,ml,11.3649398745,2.3152175386,0.744884964869,IGRINS,,,,,,,0.0,,0.0,,HIP 25813,,,,,1.0,0.0,1.0,1.29999995232,,True
HIP 26093,2014-10-16,2456946.91345,16000,4.5,0.0,250,ml,-14.9863718278,1.99365380298,0.77616174076,IGRINS,,,,,,,0.0,,0.0,,HIP 26093,16.7,0.9,1.0,,0.0,0.0,0.0,,,False
HIP 26093,2015-03-03,2457084.72002,9000,4.5,0.0,250,ml,32.4789113584,2.74921746018,0.70374185667,IGRINS,,,,,,,0.0,,0.0,,HIP 26093,16.7,0.9,1.0,,0.0,0.0,0.0,,,False
HIP 26126,2014-10-16,2456946.95576,9000,4.5,0.0,150,ml,-21.0960272286,1.23430884183,0.856408385414,IGRINS,,,,,,,0.0,,0.0,,HIP 26126,,,,,1.0,0.0,1.0,0.40000000596,,True
HIP 27713,2014-10-16,2456946.96643,9000,4.0,0.0,250,ml,31.8437980242,1.03355977195,0.893625472825,IGRINS,,,,,,,0.0,,0.0,,HIP 27713,39.8,0.8,2.0,1.2,0.0,0.0,0.0,,,False
HIP 2912,2015-08-04,2457238.95631,14000,4.0,0.0,250,ml,1.2716290964,1.11870029691,0.865804821459,IGRINS,,,,,,,0.0,,0.0,,HIP 2912,8.2,0.6,2.0,0.3,1.0,,1.0,0.0,47.5,True
HIP 2912,2015-08-04,2457238.95631,14000,4.0,0.0,250,ml,1.2716290964,1.11870029691,0.865804821459,IGRINS,,,,,,,0.0,,0.0,,HIP 2912,8.2,0.6,2.0,0.3,1.0,,1.0,0.20000000298,47.5,True
HIP 2912,2015-08-04,2457238.95631,14000,4.0,0.0,250,ml,1.2716290964,1.11870029691,0.865804821459,IGRINS,,,,,,,0.0,,0.0,,HIP 2912,8.2,0.6,2.0,0.3,1.0,,1.0,35.5999984741,47.5,True
HIP 2912,2015-08-04,2457238.95631,14000,4.0,0.0,250,ml,1.2716290964,1.11870029691,0.865804821459,IGRINS,,,,,,,0.0,,0.0,,HIP 2912,8.2,0.6,2.0,0.3,1.0,,1.0,55.4000015259,47.5,True
HIP 29151,2014-10-16,2456946.98734,9000,3.5,0.0,250,ml,26.6968918225,0.812339769752,0.922283120669,IGRINS,,,,,,,0.0,,0.0,,HIP 29151,25.3,0.7,3.0,6.4,1.0,0.0,0.0,29.0,,True
HIP 29151,2014-10-16,2456946.98734,9000,3.5,0.0,250,ml,26.6968918225,0.812339769752,0.922283120669,IGRINS,,,,,,,0.0,,0.0,,HIP 29151,25.3,0.7,3.0,6.4,1.0,0.0,0.0,117.800003052,,True
HIP 29151,2014-10-16,2456946.98734,9000,3.5,0.0,250,ml,26.6968918225,0.812339769752,0.922283120669,IGRINS,,,,,,,0.0,,0.0,,HIP 29151,25.3,0.7,3.0,6.4,1.0,0.0,0.0,89.0999984741,,True
HIP 29735,2014-10-16,2456946.97699,9000,4.0,0.0,250,ml,32.7055572198,1.36091934845,0.869631358857,IGRINS,,,,,,,0.0,,0.0,,HIP 29735,37.9,2.8,1.0,,0.0,0.0,0.0,,,False
HIP 30666,2014-10-16,2456946.99845,9000,4.5,0.0,250,ml,15.5882441675,1.24049443052,0.874261973052,IGRINS,,,,,,,0.0,,0.0,,HIP 30666,,,,,0.0,0.0,0.0,,,False
HIP 31278,2014-10-16,2456947.00995,14000,4.0,0.0,250,ml,-13.6401091709,1.48201752609,0.841767807122,IGRINS,,,,,,,0.0,,0.0,,HIP 31278,22.0,1.3,1.0,,0.0,0.0,0.0,,,False
HIP 31278,2015-03-03,2457084.69483,11000,4.0,0.0,250,ml,24.6734979595,1.44282109857,0.839461783864,IGRINS,,,,,,,0.0,,0.0,,HIP 31278,22.0,1.3,1.0,,0.0,0.0,0.0,,,False
HIP 33372,2014-10-17,2456948.00484,11000,4.0,0.0,250,ml,-8.55828221556,1.45746959091,0.838255851829,IGRINS,,,,,,,0.0,,0.0,,HIP 33372,33.0,2.9,1.0,,1.0,0.0,0.0,0.699999988079,,True
HIP 3478,2014-10-15,2456945.7188,15000,4.0,0.0,250,ml,-86.5667427216,1.08237781346,0.865171284832,IGRINS,,,,,,,0.0,,0.0,,HIP 3478,-66.0,1.1,1.0,,0.0,0.0,1.0,,,True
HIP 3478,2015-09-23,2457288.81878,14000,4.0,0.0,250,ml,-62.0551975109,1.03951016998,0.866875386765,IGRINS,,,,,,,0.0,,0.0,,HIP 3478,-66.0,1.1,1.0,,0.0,0.0,1.0,,,True
HIP 36760,2015-03-03,2457084.7399,9000,3.5,0.0,250,ml,18.2657899197,0.79697376917,0.917380738331,IGRINS,,,,,,,0.0,,0.0,,HIP 36760,,,,,1.0,0.0,1.0,0.20000000298,,True
HIP 36812,2014-10-17,2456947.99395,9000,4.0,0.0,250,ml,12.4243265094,1.12444539967,0.895456151696,IGRINS,,,,,,,0.0,,0.0,,HIP 36812,33.8,2.9,1.0,,1.0,0.0,0.0,72.9000015259,,True
HIP 36812,2014-10-17,2456947.99395,9000,4.0,0.0,250,ml,12.4243265094,1.12444539967,0.895456151696,IGRINS,,,,,,,0.0,,0.0,,HIP 36812,33.8,2.9,1.0,,1.0,0.0,0.0,7.30000019073,,True
HIP 3881,2014-10-15,2456945.73982,9000,4.0,0.0,250,ml,-31.0200816462,1.46784234325,0.858772255996,IGRINS,,,,,,,0.0,,0.0,,HIP 3881,-23.5,4.2,1.0,,0.0,,0.0,,71.6999969482,False
HIP 39847,2015-03-03,2457084.67969,9000,4.5,0.0,150,ml,2.48825161387,0.949208359012,0.884591974155,IGRINS,,,,,,,0.0,,0.0,,HIP 39847,11.0,4.2,1.0,,1.0,0.0,1.0,7.69999980927,,True
HIP 39847,2015-03-03,2457084.67969,9000,4.5,0.0,150,ml,2.48825161387,0.949208359012,0.884591974155,IGRINS,,,,,,,0.0,,0.0,,HIP 39847,11.0,4.2,1.0,,1.0,0.0,1.0,42.2000007629,,True
HIP 39847,2015-03-03,2457084.67969,9000,4.5,0.0,150,ml,2.48825161387,0.949208359012,0.884591974155,IGRINS,,,,,,,0.0,,0.0,,HIP 39847,11.0,4.2,1.0,,1.0,0.0,1.0,4.59999990463,,True
HIP 40881,2014-10-17,2456947.96682,9000,4.0,0.0,250,ml,22.4472693745,1.09119806301,0.889662215676,IGRINS,,,,,,,0.0,,0.0,,HIP 40881,23.0,4.3,1.0,,0.0,0.0,1.0,,,True
HIP 42090,2015-04-12,2457124.62233,9000,4.5,0.0,250,ml,23.0996072472,0.755120647319,0.918535289898,IGRINS,,,,,,,0.0,,0.0,,HIP 42090,24.9,2.9,1.0,,0.0,0.0,0.0,,,False
HIP 44307,2014-10-17,2456947.97782,8000,4.5,0.0,250,ml,-14.996551467,1.01140304953,0.879037457334,IGRINS,,,,,,,0.0,,0.0,,HIP 44307,-12.8,2.9,1.0,,1.0,0.0,0.0,4.30000019073,,True
HIP 44307,2014-10-17,2456947.97782,8000,4.5,0.0,250,ml,-14.996551467,1.01140304953,0.879037457334,IGRINS,,,,,,,0.0,,0.0,,HIP 44307,-12.8,2.9,1.0,,1.0,0.0,0.0,187.5,,True
HIP 45336,2015-03-03,2457084.74909,11000,4.5,0.0,250,ml,-10.3890736848,1.4088664022,0.858456078712,IGRINS,,,,,,,0.0,,0.0,,HIP 45336,-10.7,0.3,2.0,0.7,1.0,0.0,1.0,20.0,,True
HIP 45336,2015-03-03,2457084.74909,11000,4.5,0.0,250,ml,-10.3890736848,1.4088664022,0.858456078712,IGRINS,,,,,,,0.0,,0.0,,HIP 45336,-10.7,0.3,2.0,0.7,1.0,0.0,1.0,101.0,,True
HIP 45336,2015-03-03,2457084.74909,11000,4.5,0.0,250,ml,-10.3890736848,1.4088664022,0.858456078712,IGRINS,,,,,,,0.0,,0.0,,HIP 45336,-10.7,0.3,2.0,0.7,1.0,0.0,1.0,82.4000015259,,True
HIP 45336,2015-04-10,2457122.66229,15000,4.5,0.0,150,ml,-15.3046867616,0.917000966649,0.894936749294,IGRINS,,,,,,,0.0,,0.0,,HIP 45336,-10.7,0.3,2.0,0.7,1.0,0.0,1.0,20.0,,True
HIP 45336,2015-04-10,2457122.66229,15000,4.5,0.0,150,ml,-15.3046867616,0.917000966649,0.894936749294,IGRINS,,,,,,,0.0,,0.0,,HIP 45336,-10.7,0.3,2.0,0.7,1.0,0.0,1.0,101.0,,True
HIP 45336,2015-04-10,2457122.66229,15000,4.5,0.0,150,ml,-15.3046867616,0.917000966649,0.894936749294,IGRINS,,,,,,,0.0,,0.0,,HIP 45336,-10.7,0.3,2.0,0.7,1.0,0.0,1.0,82.4000015259,,True
HIP 46897,2015-03-03,2457084.7789,9000,4.5,0.0,250,ml,-7.85734840241,3.09309490983,0.614135322708,IGRINS,,,,,,,0.0,,0.0,,HIP 46897,,,,,0.0,0.0,0.0,,,False
HIP 46897,2015-04-27,2457139.59457,10000,4.5,0.0,150,ml,20.7409916369,0.820807726673,0.907240484899,IGRINS,,,,,,,0.0,,0.0,,HIP 46897,,,,,0.0,0.0,0.0,,,False
HIP 5131,2014-07-09,2456847.89359,9000,4.5,0.0,250,ml,-36.3856322173,1.24241832705,0.870132547514,IGRINS,,,,,,,0.0,,0.0,,HIP 5131,-3.9,2.9,1.0,,1.0,0.0,0.0,0.0,,True
HIP 5131,2014-07-09,2456847.89359,9000,4.5,0.0,250,ml,-36.3856322173,1.24241832705,0.870132547514,IGRINS,,,,,,,0.0,,0.0,,HIP 5131,-3.9,2.9,1.0,,1.0,0.0,0.0,29.7000007629,,True
HIP 5131,2014-07-09,2456847.89359,9000,4.5,0.0,250,ml,-36.3856322173,1.24241832705,0.870132547514,IGRINS,,,,,,,0.0,,0.0,,HIP 5131,-3.9,2.9,1.0,,1.0,0.0,0.0,90.8000030518,,True
HIP 5131,2014-07-09,2456847.89359,9000,4.5,0.0,250,ml,-36.3856322173,1.24241832705,0.870132547514,IGRINS,,,,,,,0.0,,0.0,,HIP 5131,-3.9,2.9,1.0,,1.0,0.0,0.0,69.0999984741,,True
HIP 5131,2015-03-02,2457083.56607,10000,4.5,0.0,250,ml,-23.230948008,2.73425256343,0.712212920229,IGRINS,,,,,,,0.0,,0.0,,HIP 5131,-3.9,2.9,1.0,,1.0,0.0,0.0,0.0,,True
HIP 5131,2015-03-02,2457083.56607,10000,4.5,0.0,250,ml,-23.230948008,2.73425256343,0.712212920229,IGRINS,,,,,,,0.0,,0.0,,HIP 5131,-3.9,2.9,1.0,,1.0,0.0,0.0,29.7000007629,,True
HIP 5131,2015-03-02,2457083.56607,10000,4.5,0.0,250,ml,-23.230948008,2.73425256343,0.712212920229,IGRINS,,,,,,,0.0,,0.0,,HIP 5131,-3.9,2.9,1.0,,1.0,0.0,0.0,90.8000030518,,True
HIP 5131,2015-03-02,2457083.56607,10000,4.5,0.0,250,ml,-23.230948008,2.73425256343,0.712212920229,IGRINS,,,,,,,0.0,,0.0,,HIP 5131,-3.9,2.9,1.0,,1.0,0.0,0.0,69.0999984741,,True
HIP 5132,2014-07-09,2456847.88543,9000,4.5,0.0,250,ml,-19.6127418444,1.39774760584,0.865213979514,IGRINS,,,,,,,0.0,,0.0,,HIP 5132,,,,,1.0,0.0,1.0,0.0,,True
HIP 5132,2014-07-09,2456847.88543,9000,4.5,0.0,250,ml,-19.6127418444,1.39774760584,0.865213979514,IGRINS,,,,,,,0.0,,0.0,,HIP 5132,,,,,1.0,0.0,1.0,29.7000007629,,True
HIP 5132,2014-07-09,2456847.88543,9000,4.5,0.0,250,ml,-19.6127418444,1.39774760584,0.865213979514,IGRINS,,,,,,,0.0,,0.0,,HIP 5132,,,,,1.0,0.0,1.0,90.8000030518,,True
HIP 5132,2014-07-09,2456847.88543,9000,4.5,0.0,250,ml,-19.6127418444,1.39774760584,0.865213979514,IGRINS,,,,,,,0.0,,0.0,,HIP 5132,,,,,1.0,0.0,1.0,69.0999984741,,True
HIP 51362,2015-03-03,2457084.76051,9000,4.0,0.0,250,ml,-3.08662969627,0.979723917192,0.90316488342,IGRINS,,,,,,,0.0,,0.0,,HIP 51362,19.0,4.2,1.0,,0.0,0.0,1.0,,,True
HIP 5310,2014-10-15,2456945.75,8000,4.5,0.0,250,ml,-1.50222796049,1.00724331265,0.894917588148,IGRINS,,,,,,,0.0,,0.0,,HIP 5310,-15.2,0.9,2.0,8.4,1.0,0.0,1.0,0.40000000596,,True
HIP 5518,2014-10-15,2456945.77208,9000,4.5,0.0,250,ml,-2.78884840191,0.834337637735,0.91887700729,IGRINS,,,,,,,0.0,,0.0,,HIP 5518,4.7,2.8,1.0,,0.0,0.0,0.0,,,False
HIP 5518,2015-08-04,2457238.93525,9000,4.5,0.0,250,ml,-9.08254119715,0.673948671442,0.931077261619,IGRINS,,,,,,,0.0,,0.0,,HIP 5518,4.7,2.8,1.0,,0.0,0.0,0.0,,,False
HIP 5626,2014-10-15,2456945.87613,9000,4.5,0.0,250,ml,-2.0632886244,0.828231396639,0.916597339656,IGRINS,,,,,,,0.0,,0.0,,HIP 5626,10.0,4.3,1.0,,0.0,0.0,0.0,,,False
HIP 60030,2015-03-03,2457084.80862,8000,4.0,0.0,250,ml,-11.044662337,1.73874073697,0.761437110846,IGRINS,,,,,,,0.0,,0.0,,HIP 60030,-14.0,4.3,1.0,,0.0,0.0,0.0,,,False
HIP 61558,2015-03-03,2457084.83584,9000,4.5,0.0,250,ml,-3.04052340394,1.46564459085,0.82699574862,IGRINS,,,,,,,0.0,,0.0,,HIP 61558,-6.0,4.3,1.0,,0.0,0.0,0.0,,,False
HIP 61558,2015-04-27,2457139.66548,9000,4.5,0.0,150,ml,-5.99612909042,0.81243522804,0.907697153601,IGRINS,,,,,,,0.0,,0.0,,HIP 61558,-6.0,4.3,1.0,,0.0,0.0,0.0,,,False
HIP 62541,2015-03-03,2457084.85568,9000,4.0,0.0,250,ml,-7.97892737271,1.11286201602,0.866189968761,IGRINS,,,,,,,0.0,,0.0,,HIP 62541,-5.9,0.9,2.0,2.3,0.0,0.0,0.0,,,False
HIP 62541,2015-04-12,2457124.79786,10000,4.0,0.0,150,ml,-11.1031902267,0.651015694733,0.923915612116,IGRINS,,,,,,,0.0,,0.0,,HIP 62541,-5.9,0.9,2.0,2.3,0.0,0.0,0.0,,,False
HIP 62576,2015-04-10,2457122.82886,8000,4.5,0.0,250,ml,6.60271712291,1.00967640818,0.879917889313,IGRINS,,,,,,,0.0,,0.0,,HIP 62576,-11.0,2.3,1.0,,1.0,0.0,0.0,0.300000011921,,True
HIP 62576,2015-04-10,2457122.82886,8000,4.5,0.0,250,ml,6.60271712291,1.00967640818,0.879917889313,IGRINS,,,,,,,0.0,,0.0,,HIP 62576,-11.0,2.3,1.0,,1.0,0.0,0.0,41.9000015259,,True
HIP 67143,2015-04-27,2457139.7661,9000,4.0,0.0,250,ml,-9.0711033108,0.936830111955,0.891008694105,IGRINS,,,,,,,0.0,,0.0,,HIP 67143,,,,,0.0,0.0,0.0,,,False
HIP 68092,2015-04-27,2457139.7953,8000,4.0,0.0,150,ml,-9.67685186116,0.547087971576,0.915864350309,IGRINS,,,,,,,0.0,,0.0,,HIP 68092,-23.0,4.3,1.0,,0.0,0.0,0.0,,,False
HIP 70327,2015-04-11,2457123.90057,9000,4.0,0.0,250,ml,-26.9372414838,0.833503437905,0.904963257753,IGRINS,,,,,,,0.0,,0.0,,HIP 70327,-23.0,1.6,1.0,,1.0,0.0,0.0,0.20000000298,,True
HIP 70327,2015-04-11,2457123.90057,9000,4.0,0.0,250,ml,-26.9372414838,0.833503437905,0.904963257753,IGRINS,,,,,,,0.0,,0.0,,HIP 70327,-23.0,1.6,1.0,,1.0,0.0,0.0,6.09999990463,,True
HIP 72378,2015-04-27,2457139.8243,10000,4.0,0.0,150,ml,-15.8145809623,0.707841859477,0.925523662889,IGRINS,,,,,,,0.0,,0.0,,HIP 72378,6.0,4.3,1.0,,0.0,0.0,0.0,,,False
HIP 72552,2015-04-12,2457124.80752,9000,4.0,0.0,250,ml,6.40154080985,0.749894530076,0.910531020251,IGRINS,,,,,,,0.0,,0.0,,HIP 72552,1.4,4.3,1.0,,1.0,0.0,0.0,60.4000015259,,True
HIP 72552,2015-04-12,2457124.80752,9000,4.0,0.0,250,ml,6.40154080985,0.749894530076,0.910531020251,IGRINS,,,,,,,0.0,,0.0,,HIP 72552,1.4,4.3,1.0,,1.0,0.0,0.0,110.599998474,,True
HIP 77336,2015-04-10,2457122.9072,8000,4.5,0.0,150,ml,-35.8397201035,1.14300843045,0.839238284938,IGRINS,,,,,,,0.0,,0.0,,HIP 77336,-34.2,2.9,1.0,,0.0,0.0,1.0,,,True
HIP 78820,2015-04-27,2457139.83415,17000,4.5,0.0,150,ml,1.69151545508,1.01335944903,0.780186243036,IGRINS,,,,,,,0.0,,0.0,,HIP 78820,-1.0,2.0,1.0,,1.0,,1.0,0.300000011921,125.300003052,True
HIP 78820,2015-04-27,2457139.83415,17000,4.5,0.0,150,ml,1.69151545508,1.01335944903,0.780186243036,IGRINS,,,,,,,0.0,,0.0,,HIP 78820,-1.0,2.0,1.0,,1.0,,1.0,13.3999996185,125.300003052,True
HIP 78820,2015-04-27,2457139.83415,17000,4.5,0.0,150,ml,1.69151545508,1.01335944903,0.780186243036,IGRINS,,,,,,,0.0,,0.0,,HIP 78820,-1.0,2.0,1.0,,1.0,,1.0,519.200012207,125.300003052,True
HIP 78820,2015-04-27,2457139.83415,17000,4.5,0.0,150,ml,1.69151545508,1.01335944903,0.780186243036,IGRINS,,,,,,,0.0,,0.0,,HIP 78820,-1.0,2.0,1.0,,1.0,,1.0,0.10000000149,125.300003052,True
HIP 78821,2015-04-27,2457139.84024,18000,4.5,0.0,40,ml,-22.4251372369,1.50019177451,0.486002225941,IGRINS,,,,,,,0.0,,0.0,,HIP 78821,,,,,1.0,,1.0,0.300000011921,125.300003052,True
HIP 78821,2015-04-27,2457139.84024,18000,4.5,0.0,40,ml,-22.4251372369,1.50019177451,0.486002225941,IGRINS,,,,,,,0.0,,0.0,,HIP 78821,,,,,1.0,,1.0,13.3999996185,125.300003052,True
HIP 78821,2015-04-27,2457139.84024,18000,4.5,0.0,40,ml,-22.4251372369,1.50019177451,0.486002225941,IGRINS,,,,,,,0.0,,0.0,,HIP 78821,,,,,1.0,,1.0,519.200012207,125.300003052,True
HIP 78821,2015-04-27,2457139.84024,18000,4.5,0.0,40,ml,-22.4251372369,1.50019177451,0.486002225941,IGRINS,,,,,,,0.0,,0.0,,HIP 78821,,,,,1.0,,1.0,0.10000000149,125.300003052,True
HIP 80460,2015-04-10,2457122.92739,8000,4.0,0.0,250,ml,9.48193637741,1.19732262116,0.850718731313,IGRINS,,,,,,,0.0,,0.0,,HIP 80460,,,,,1.0,0.0,1.0,0.10000000149,,True
HIP 81126,2015-04-10,2457122.94855,10000,3.5,0.0,250,ml,-5.82715216917,1.46380483258,0.786574312681,IGRINS,,,,,,,0.0,,0.0,,HIP 81126,,,,,1.0,0.0,0.0,0.10000000149,,True
HIP 84606,2014-10-15,2456945.54494,9000,4.0,0.0,150,ml,-26.1839762298,0.953836912568,0.886125690413,IGRINS,,,,,,,0.0,,0.0,,HIP 84606,,,,,1.0,0.0,1.0,0.899999976158,,True
HIP 85290,2014-10-16,2456946.55993,9000,4.5,0.0,250,ml,-13.2620768113,1.01845005055,0.900876236182,IGRINS,,,,,,,0.0,,0.0,,HIP 85290,7.0,4.3,1.0,,0.0,0.0,0.0,,,False
HIP 85385,2014-07-10,2456848.8251,14000,4.0,0.0,250,ml,-39.088152369,1.31576819799,0.853004035435,IGRINS,,,,,,,0.0,,0.0,,HIP 85385,-28.4,2.3,1.0,,0.0,,0.0,,17.1000003815,False
HIP 85537,2014-07-10,2456848.73026,8000,4.0,0.0,150,ml,-38.7348915742,0.735937292161,0.894802591837,IGRINS,,,,,,,0.0,,0.0,,HIP 85537,-36.1,2.8,1.0,,1.0,0.0,1.0,46.7999992371,,True
HIP 85922,2014-07-09,2456847.8193,8000,4.0,0.0,250,ml,-32.3438634133,1.01135303802,0.869717952707,IGRINS,,,,,,,0.0,,0.0,,HIP 85922,-26.0,4.3,1.0,,1.0,0.0,0.0,135.199996948,,True
HIP 85922,2015-04-27,2457139.95498,8000,4.5,0.0,250,ml,-23.8293363917,0.870739400697,0.900751992346,IGRINS,,,,,,,0.0,,0.0,,HIP 85922,-26.0,4.3,1.0,,1.0,0.0,0.0,135.199996948,,True
HIP 85998,2015-04-10,2457122.96214,9000,4.5,0.0,40,ml,-11.5650052575,0.901659313339,0.776380256178,IGRINS,,,,,,,0.0,,0.0,,HIP 85998,-13.9,2.9,1.0,,1.0,0.0,1.0,90.4000015259,,True
HIP 85998,2015-04-10,2457122.96214,9000,4.5,0.0,40,ml,-11.5650052575,0.901659313339,0.776380256178,IGRINS,,,,,,,0.0,,0.0,,HIP 85998,-13.9,2.9,1.0,,1.0,0.0,1.0,0.40000000596,,True
HIP 85998,2015-04-10,2457122.96214,9000,4.5,0.0,40,ml,-11.5650052575,0.901659313339,0.776380256178,IGRINS,,,,,,,0.0,,0.0,,HIP 85998,-13.9,2.9,1.0,,1.0,0.0,1.0,41.2000007629,,True
HIP 85998,2015-04-10,2457122.96214,9000,4.5,0.0,40,ml,-11.5650052575,0.901659313339,0.776380256178,IGRINS,,,,,,,0.0,,0.0,,HIP 85998,-13.9,2.9,1.0,,1.0,0.0,1.0,96.5999984741,,True
HIP 85998,2015-04-10,2457122.96214,9000,4.5,0.0,40,ml,-11.5650052575,0.901659313339,0.776380256178,IGRINS,,,,,,,0.0,,0.0,,HIP 85998,-13.9,2.9,1.0,,1.0,0.0,1.0,126.800003052,,True
HIP 85998,2015-07-27,2457230.64216,9000,4.0,0.0,40,ml,-9.16887138693,0.591131555992,0.832793182271,IGRINS,,,,,,,0.0,,0.0,,HIP 85998,-13.9,2.9,1.0,,1.0,0.0,1.0,90.4000015259,,True
HIP 85998,2015-07-27,2457230.64216,9000,4.0,0.0,40,ml,-9.16887138693,0.591131555992,0.832793182271,IGRINS,,,,,,,0.0,,0.0,,HIP 85998,-13.9,2.9,1.0,,1.0,0.0,1.0,0.40000000596,,True
HIP 85998,2015-07-27,2457230.64216,9000,4.0,0.0,40,ml,-9.16887138693,0.591131555992,0.832793182271,IGRINS,,,,,,,0.0,,0.0,,HIP 85998,-13.9,2.9,1.0,,1.0,0.0,1.0,41.2000007629,,True
HIP 85998,2015-07-27,2457230.64216,9000,4.0,0.0,40,ml,-9.16887138693,0.591131555992,0.832793182271,IGRINS,,,,,,,0.0,,0.0,,HIP 85998,-13.9,2.9,1.0,,1.0,0.0,1.0,96.5999984741,,True
HIP 85998,2015-07-27,2457230.64216,9000,4.0,0.0,40,ml,-9.16887138693,0.591131555992,0.832793182271,IGRINS,,,,,,,0.0,,0.0,,HIP 85998,-13.9,2.9,1.0,,1.0,0.0,1.0,126.800003052,,True
HIP 8704,2015-03-03,2457084.57281,7000,4.5,0.0,250,ml,15.4018364029,6.56397912836,0.333351590714,IGRINS,,,,,,,0.0,,0.0,,HIP 8704,,,,,0.0,0.0,1.0,,,True
HIP 8704,2015-08-03,2457237.92762,16000,4.5,0.0,250,ml,-6.58204036804,1.51924145745,0.79727851575,IGRINS,,,,,,,0.0,,0.0,,HIP 8704,,,,,0.0,0.0,1.0,,,True
HIP 87108,2014-07-09,2456847.87412,9000,4.0,0.0,250,ml,-31.4787824301,0.973724252711,0.900025102149,IGRINS,,,,,,,0.0,,0.0,,HIP 87108,-7.6,0.3,3.0,9.0,1.0,0.0,0.0,6.09999990463,,True
HIP 87108,2014-07-09,2456847.87412,9000,4.0,0.0,250,ml,-31.4787824301,0.973724252711,0.900025102149,IGRINS,,,,,,,0.0,,0.0,,HIP 87108,-7.6,0.3,3.0,9.0,1.0,0.0,0.0,7.19999980927,,True
HIP 88817,2015-04-10,2457122.99732,8000,4.5,0.0,250,ml,-13.4991479853,1.19506304209,0.860122699951,IGRINS,,,,,,,0.0,,0.0,,HIP 88817,,,,,1.0,0.0,1.0,0.20000000298,,True
HIP 88817,2015-04-10,2457122.99732,8000,4.5,0.0,250,ml,-13.4991479853,1.19506304209,0.860122699951,IGRINS,,,,,,,0.0,,0.0,,HIP 88817,,,,,1.0,0.0,1.0,14.6000003815,,True
